43089,2683.14
43088,2681.47
43087,2690.16
43084,2675.81
43083,2652.01
43082,2662.85
43081,2664.11
43080,2659.99
43077,2651.5
43076,2636.98
43075,2629.27
43074,2629.57
43073,2639.44
43070,2642.22
43069,2647.58
43068,2626.07
43067,2627.04
43066,2601.42
43063,2602.42
43061,2597.08
43060,2599.03
43059,2582.14
43056,2578.85
43055,2585.64
43054,2564.62
43053,2578.87
43052,2584.84
43049,2582.3
43048,2584.62
43047,2594.38
43046,2590.64
43045,2591.13
43042,2587.84
43041,2579.85
43040,2579.36
43039,2575.26
43038,2572.83
43035,2581.07
43034,2560.4
43033,2557.15
43032,2569.13
43031,2564.98
43028,2575.21
43027,2562.1
43026,2561.26
43025,2559.36
43024,2557.64
43021,2553.17
43020,2550.93
43019,2555.24
43018,2550.64
43017,2544.73
43014,2549.33
43013,2552.07
43012,2537.74
43011,2534.58
43010,2529.12
43007,2519.36
43006,2510.06
43005,2507.04
43004,2496.84
43003,2496.66
43000,2502.22
42999,2500.6
42998,2508.24
42997,2506.65
42996,2503.87
42993,2500.23
42992,2495.62
42991,2498.37
42990,2496.48
42989,2488.11
42986,2461.43
42985,2465.1
42984,2465.54
42983,2457.85
42979,2476.55
42978,2471.65
42977,2457.59
42976,2446.3
42975,2444.24
42972,2443.05
42971,2438.97
42970,2444.04
42969,2452.51
42968,2428.37
42965,2425.55
42964,2430.01
42963,2468.11
42962,2464.61
42961,2465.84
42958,2441.32
42957,2438.21
42956,2474.02
42955,2474.92
42954,2480.91
42951,2476.83
42950,2472.16
42949,2477.57
42948,2476.35
42947,2470.3
42944,2472.1
42943,2475.42
42942,2477.83
42941,2477.13
42940,2469.91
42937,2472.54
42936,2473.45
42935,2473.83
42934,2460.61
42933,2459.14
42930,2459.27
42929,2447.83
42928,2443.25
42927,2425.53
42926,2427.43
42923,2425.18
42922,2409.75
42921,2432.54
42919,2429.01
42916,2423.41
42915,2419.7
42914,2440.69
42913,2419.38
42912,2439.07
42909,2438.3
42908,2434.5
42907,2435.61
42906,2437.03
42905,2453.46
42902,2433.15
42901,2432.46
42900,2437.92
42899,2440.35
42898,2429.39
42895,2431.77
42894,2433.79
42893,2433.14
42892,2429.33
42891,2436.1
42888,2439.07
42887,2430.06
42886,2411.8
42885,2412.91
42881,2415.82
42880,2415.07
42879,2404.39
42878,2398.42
42877,2394.02
42874,2381.73
42873,2365.72
42872,2357.03
42871,2400.67
42870,2402.32
42867,2390.9
42866,2394.44
42865,2399.63
42864,2396.92
42863,2399.38
42860,2399.29
42859,2389.52
42858,2388.13
42857,2391.17
42856,2388.33
42853,2384.2
42852,2388.77
42851,2387.45
42850,2388.61
42849,2374.15
42846,2348.69
42845,2355.84
42844,2338.17
42843,2342.19
42842,2349.01
42838,2328.95
42837,2344.93
42836,2353.78
42835,2357.16
42832,2355.54
42831,2357.49
42830,2352.95
42829,2360.16
42828,2358.84
42825,2362.72
42824,2368.06
42823,2361.13
42822,2358.57
42821,2341.59
42818,2343.98
42817,2345.96
42816,2348.45
42815,2344.02
42814,2373.47
42811,2378.25
42810,2381.38
42809,2385.26
42808,2365.45
42807,2373.47
42804,2372.6
42803,2364.87
42802,2362.98
42801,2368.39
42800,2375.31
42797,2383.12
42796,2381.92
42795,2395.96
42794,2363.64
42793,2369.75
42790,2367.34
42789,2363.81
42788,2362.82
42787,2365.38
42783,2351.16
42782,2347.22
42781,2349.25
42780,2337.58
42779,2328.25
42776,2316.1
42775,2307.87
42774,2294.67
42773,2293.08
42772,2292.56
42769,2297.42
42768,2280.85
42767,2279.55
42766,2278.87
42765,2280.9
42762,2294.69
42761,2296.68
42760,2298.37
42759,2280.07
42758,2265.2
42755,2271.31
42754,2263.69
42753,2271.89
42752,2267.89
42748,2274.64
42747,2270.44
42746,2275.32
42745,2268.9
42744,2268.9
42741,2276.98
42740,2269
42739,2270.75
42738,2257.83
42734,2238.83
42733,2249.26
42732,2249.92
42731,2268.88
42727,2263.79
42726,2260.96
42725,2265.18
42724,2270.76
